userName,content,score
Pengguna Google,ok cepat sekali,5
Pengguna Google,"ribet, mau berobat gagal log in mulu, masa iya harus nungguin sistemnya bener tiap berobat?",1
Pengguna Google,mudah dan cepat,5
Pengguna Google,sangat bagus,5
Pengguna Google,sangat membantu,5
Pengguna Google,berguna sekali,5
Pengguna Google,g bisa screenshot,1
Pengguna Google,"aplikasi nya ngacau,gak jelassss,,masak daftar apk jkn sudah sesuai NIK .. sudah berhasil dan coba lihat kartu kog alamat nya beda jauh.",1
Pengguna Google,di update malah begini NIK sudah sesuai KTP malah gak bisa login..katanya NIK tidak ada.,2
Pengguna Google,"mau verifikasi wajah aja susahnya minta ampun, tambah ribet",1
Pengguna Google,kenapa tidak bisa log in jkn ya....,2
Pengguna Google,bagus,5
Pengguna Google,mantap,5
Pengguna Google,"eror kah??, kok gak bisa dibuka",4
Pengguna Google,"selalu log out trus ini aplksi, di log in lagi gak bsa masuk. payahhh",1
Pengguna Google,sangat membantu,5
Pengguna Google,"saat memilih jadwal gagal terhubung ke server, bagaimana solusinya ya admin",4
Pengguna Google,aplikasi bapuk,1
Pengguna Google,"tiba"" log out sendiri mau log in lagi susah (sering error)",3
Pengguna Google,pelayanan sekarang makin menyusahkan Pasian . bukanya diperbaikin malah makin dikurangin,1
Pengguna Google,demi Allah saya di persulit tolong jangan di persulit,1
Pengguna Google,mantap,5
Pengguna Google,sangat penting,4
Pengguna Google,memudahkan sekali,5
Pengguna Google,sangat bermanfaat semoga berkah,5
Pengguna Google,"aplikasinya tidak bagus,slalu slah nik pasword n kode capca ketiga mau log in.tdk bsa dicapture mau bertnya.kita bayar,mau berobat aj susah kaya gini.kenapa harus pkai aplikasi sih,kan,ad kartu bpjs nya yg menandakan kita teedaftar.saya KECEWA",1
Pengguna Google,"masa tetiba di riwayat pemeriksaan ada 1 catatan yg mana aku blum pernah periksa disitu, dan faskes 1 ku gak disitu juga. mana catatannya pemeriksaan kehamilan, aduuh jd berkurang jatah USG ku pdhl blum pernah ku pake",1
Pengguna Google,cukup memudahkan,5
Pengguna Google,bagus aplikasinya dan mudah dimengerti,5
Pengguna Google,aplikasi bagus memudahkan kan Kita nggak perlu ke kantor BPJS nya lagi,4
Pengguna Google,mau daftar aja susahnya minta ampun verifikasi foto saja harus berkali-kali dan terus gagal padahal jaringan stabil tapi terus-terusan mengulang. kasihan orang tua sampe jenuh,1
Pengguna Google,sangat bagus dn berguna buat semua orng 👍☺,5
Pengguna Google,mantap kali pak presiden',5
Pengguna Google,ok,5
Pengguna Google,membantu sekali,5
Pengguna Google,pilihan verikasi data pribadi kok tidak ada ya ? tolong di jelaskan,2
Pengguna Google,semoga bertambah baik pelayanan JKN,5
Pengguna Google,login jkn susah fermuk nya...udah berkali kali...,1
Pengguna Google,Mantaap,4
Pengguna Google,"Aplikasi mobile JKN angat membantu di saat sakit, tidak perlu daftar langsung",5
Pengguna Google,mempermudah,5
Pengguna Google,baik,5
Pengguna Google,bagus dan terbaik,5
Pengguna Google,ya Allah ya Rahmannn... ini aplikasi tolongg banget dipermudah. log out otomatis tiap diperbarui apk nya. mau login katanya sandi salah. terus mau di verivikasi lewat sms gangguan terus ga masuk² otp nya. ya Allah org tua saya sakit mohon dipermudah! pengwn nangis aslinyaaa. kasian kalau harus antrian offline nunggu berjam jam,1
Pengguna Google,ok,4
Pengguna Google,sitiap mau di gunakan kenapa alpikasi ini bertu liskan offline,3
Pengguna Google,bagus,5
Pengguna Google,sangat membantu,5
Pengguna Google,"akun terlogout sendiri Mau login tapi captcha nya gak muncul muncul giliran muncul captchanya, muncul notif mohon periksa koneksi internet anda gitu terus padahal koneksi internet aman gak lelet sama sekali dari tadi dicoba akses login tetap gak bisa bisa mohon untuk ditingkatkan kualitas aplikasinya karna ini faskes gak bisa ngeluarin surat keterangan dokter pas lagi sakit gini, karna harus terhubung sama jkn mobile, kalau kasusnya gini kan jadi repot urusannya",1
Pengguna Google,jelek bgt susah login lelet ribet jelek bgt. sumpah kecewa ama sistem nya,1
Pengguna Google,"saya ga bisa login, karna lupa sandi, tolong lah jum'at ini saya USG, gmn kalo ga bisa login kek gini",4
Pengguna Google,lelet,1
Pengguna Google,"Aplikasi yang sangat membantu terkait BPJS. Memudahkan juga untuk melakukan perpindahan Faskes nya, tetapi jika pencahayaan kurang bagus saat proses perpindahan Faskes, tidak akan terproses karena akan gagal dalam scan wajahnya",5
Pengguna Google,"sangat membantu,....aplikasi yg sangat bagus",5
Pengguna Google,"Kenapa fitur screenshot di aplikasi Mobile JKN sekarang udah tidak bisa setelah update? sebelumnya untuk screenshot terkait info riwayat pembayaran masih dapat dilakukan, tapi sekarang malah gak bisa. mohon untuk updatenya bisa disetting sendiri oleh user terkait keamanan screenshot karena ada kebutuhan untuk saya pergunakan bukti info riwayat pembayaran dari mobile JKN nya. Terima kasih, mohon ada update aplikasi kembali yang lebih baik untuk para user",1
Pengguna Google,aplikatif dan mudah digunakan,5
Pengguna Google,heran juga saya ini aplikasi jkn jaringan bagus tapi selalu ada pemberitahuan anda offline padahal jaringan buat aplikasi lain lancar sudah berapa kali saya hapus dan download lagi tetap sama tidak ada perubahan,1
Pengguna Google,ok,5
Pengguna Google,"aplikasi ini menyusahkan orang orang yang sakit, minta update, lalu susah login sementara orang mau berobat, kebayang yang pakai ini orang lansia pasti tersiksa",1
Pengguna Google,mudah digunakan,5
Pengguna Google,mantap,5
Pengguna Google,bagusss,5
Pengguna Google,"kenapa setiap mau di update data selalu loading, bahkan keluar sendiri, tolong di perbaiki sistemnya supaya memudahkan",4
Pengguna Google,lambat,3
Pengguna Google,terima kasih atas informasinya,5
Pengguna Google,mantap,5
Pengguna Google,sering logout sendiri.. mau masuk lagi gagal terus..hhhhhhhh.. aplikasi pemerintah konoha ya sesuai sama pemerintahannya...,1
Pengguna Google,error Mulu bangk**,4
Pengguna Google,"kenapa captcha nya ga muncul mau login gabisa, tolong perbaiki",2
Pengguna Google,jaringanku baik-baik saja malah suka sekali JKN ini bilang jaringan Aku sedang bermasalah aku suka banget problem saat mau mendaftar terutama ke faskes 2 sehingga aku sering gagal buat mendaftar gara-gara JKN ini Kenapa sih ini tidak ditindak ini tambah menyulitkan dan aku jadi minta tanggal ulang ke admin rumah sakit untuk ganti tanggal Terutama ketika akan mendaftar ke dokter yang gampang penuh kuotanya sedangkan kita mendaftar terus gagal Aku mendaftar gigi itu jam 00 H min 3 terbayang gimana,1
Pengguna Google,bagus,5
Pengguna Google,eror mulu,1
Pengguna Google,"datanya ngaco, nama saya dn ayah saya benar tp nama ibu ko nama orang lain.?",1
Pengguna Google,"kenapa sering eror, saya ini mau berobat bpak / ibu tolong la jngan d persulit, ini setiap msuk aplikasi selalu loding lama sampai2 kalau mau berobat sdah koit duluan kita tunggu loding nya. tolong lah jngn d persulit kami orng susah ini pak.",1
Pengguna Google,mempermudah segalanya,5
Pengguna Google,"tolong lah orang lagi urgent selalu gangguan, error terus giliran iuran telat bayar nagih terus",1
Pengguna Google,"aplikasi suka keluar sendiri, pas login password atau nik salah, padahal udah bener masukinnya. tolong lah",1
Pengguna Google,"tolong diperbaiki lagi bug nya, login g bisa. ganti captcha lama bgt.",1
Pengguna Google,login susah glrn sdh d update ttp saja gk bsa login . ganti pasword ttp saja erorr . gimana sih maunya?? mw daftar online buat k klinik jadi gak bisa.,1
Pengguna Google,mantap,5
Pengguna Google,"aplikasi gaguna, saya mau ubah nomor telepon kode verifikasinya ga masuk. padahal udah saya coba pake 3 nomor sama aja hasilnya",1
Pengguna Google,aplikasi tidak jelas tidak bisa log in anak sakit mau berobat mau daftar antrian aplikasi tidak masuk captcha nya terputar trus,1
Pengguna Google,aplikasi eror (rusak) mau masuk gimana kode chapta gak muncul-muncul.. Perbaiki minus kalian sebelum menuntut rakyat untuk dipersulit!,1
Pengguna Google,"disaat yang pnting tidak bisa log in, padahal jaringan bagus 😌",1
Pengguna Google,Bikin captcha terlalu ribet masuk susah amat terus captcha sskah kayak aplikasi abal abal perbaiki dong kinerjanya,1
Pengguna Google,ruwet.,1
Pengguna Google,"ngelag kali aplikasinya,cepat sikit kelen perbaiki itu,org mau berobat,macam macam kelen bah",1
Pengguna Google,ramah pendaftaran,5
Pengguna Google,"Kenapa saya kasih Bintang 1, Saat Urgen Aplikasi tiba2 Logout & Saat Login Captcha gak muncul2 jd gk bisa Login. Utk Jaringan 5G Aktif & HP bukan HP Kentang. Coba perbaiki sblm menjual Apk jgn trkesan Ngutamain Modernisasi tp isinya Buruk.",1
Pengguna Google,aplikasi jelek gabisa dibuka berkali kali,1
Pengguna Google,"captcha muter terus. apk gajelas. masa sekelas pemerintah BPJS IT nya nanganin kek gini ga beres. tolong dong, ini buat kesehatan, kalo sifatnya darurat gimanaaa???",1
Pengguna Google,"Di Uodate bukannya semakin bagus, malah lemotnya minta ampun. Loading capcha saja bisa 1 jam",2
Pengguna Google,tidak bisa login,1
Pengguna Google,aplikasi mempersulit orang masuk nya susah,1
Pengguna Google,selalu gagal untk mendaftarkan,1
Pengguna Google,buruk,1
Pengguna Google,"app gajelas udh gabisa ss nomor antrian lagi, mana pas sampe rs/klinik error mlu loading trs pula. klo gabisa ss tolong jgn bikin loading ato error mempesulit manusia sakit",1
Pengguna Google,luar biasa aplikasi jkn,5
Pengguna Google,Setiap pembaruan kenapa kalo login minta data diri lagi nggak berubah juga,1
Pengguna Google,susah daftar akun baru gagal terus,1
Pengguna Google,"nomer ktp sudah sesuai tapi gabisa masuk karena no ktp salah,padahal sudah benar,sering ke logout sendiri dan susah masuk lg",1
Pengguna Google,login susah. buatsandi baru susah. verifikasi sllu ggal. membantu apa nggak sbnernya.,1
Pengguna Google,mantap,5
Pengguna Google,lama banget mau login ulangnya,1
Pengguna Google,"SUKA LOG OUT SENDIRI, UDA GITU RIBET LAGI. APAAN HARUS LOGIN ULANG TERUS, GANTI CAPTCHA PUN GA BISA LOADING TERUS, UDAH DI TUTUP BUKA ULANG SAMA UNINSTAL PUN TETEP SAMA GA BISA. APK SUSAH UNTUK DIGUNAKAN.",1
Pengguna Google,mempermudah banget,5
Pengguna Google,"Lupa bayar dua bulan, langsung dibuat status kepesertaan nonaktif. KEJAM. Langsung saya bayar, tapi status kepesertaan msh nonaktif. Berapa lama saya harus menunggu ! Sistem harus ditingkatkan dan diperbaiki agar proses nya cepat tanpa harus menunggu !",1
Pengguna Google,ngak jelas buka kok ngak bisa,1
Pengguna Google,"Sejauh ini aplikasi bagus edit : 03/11/2025 jadi jelek, udah log out terus akun 1 kk gak bisa login di 2 hp walau beda akun error terus gak bisa daftar, loading lama gagal iya BPJS buat yang tidak mampu tapi juga bayar jadi jangan di permainkan kayak gini, daftar harus online pas online aplikasi nya jelek suruh mati ajah sekalian (aplikasi dan faskes sama dzolim nya) laporan di suruh tangkap layar, sedangkan di aplikasi di blokir demi keamanan tangkapan layar tidak bisa di gunakan",1
Pengguna Google,"Login ulang dipaksa ikut program AUTODEBET, pilihan ada bank BCA tidak bisa di proses!, dapat no VA bpjs tapi tidak ada opsi bank BCA. Maunya apa si",1
Pengguna Google,saya melakukan login ulang tapi tidak bisa padahal nik dan password benar tetep saja diamggap salah,5
Pengguna Google,apk memudahkan kita untuk berobat,5
Pengguna Google,glek,4
Pengguna Google,aplikasi tolol,1
Pengguna Google,"Gimana sih minta otp aja error terus,sinyal bagus padahal aneh ni jkn",1
Pengguna Google,"MAKIN DI UPDATE, MAKIN HANCUR, CLOSE SENDIRI,TOLOL",1
Pengguna Google,ok,5
Pengguna Google,mantap,5
Pengguna Google,"ini gimana sih aplikasinya, udah suka log out sendiri, pas login ulang kode otp gak terkirim, perbaiki dong masa aplikasi nya gini terus",1
Pengguna Google,mantap,5
Pengguna Google,tolong kalau versi update gak usah masukkan KTP dan sandi lagi langsung aja versi baru dan tolong perubahan data peserta pindah faskes jangan pakai verifikasi wajah itu merepotkan kalau orangnya meninggal bagaimana akun nya digunakan bikin system lama aja pindah tinggal klik pindah tanpa verifikasi wajah apa lagi kalau sekeluarga kepala keluarga nya gak ada repot apa lagi tadi meninggal orang lain mau bantu Carikan rumah sakit terdekat ada verifikasi wajah bikin tidak tertolong,3
Pengguna Google,knapa klau mau brobat harus dfaskes yang pertama minta rujukan mulai dpersulit,1
Pengguna Google,"suka tiba2 keluar sendiri dari aplikasi,tapi mau masuk lagi susah,padahal mau dipke kerumah sakit",2
Pengguna Google,Sering error jadi mempersulit pengobatan,1
Pengguna Google,sering gabisa di akses!,1
Pengguna Google,pelayanan cepat,5
Pengguna Google,aplikasi sampah,1
Pengguna Google,daftar isi no induk kk udah nama udah tmpt tgl lahir udah nah ini harus ngisi referral opsional dari mana dapet nya orang susah di bikin susah ribed ah tolong kasih tau,1
Pengguna Google,"ini gimna kecewa sekali bukannya mudah malah sulit,,sering banget log out dari aplikasi terus pas mau masuk in lagi pasword, NIK, SEMUANYA BENER EH MALAH KATANYA SALAH,,OK TAK UBAH PASWORD EH TETAP SALAH, OK MUNGKIN GAK ADA PULSA UDAH BELI MASIH AJA SALAH UDAH BERKALI-KALI MASUK TAPI TETAP AJA SALAH,INI GIMANA MAU BAYAR BPJS NYA KLO MASUK AJA SULIT SUSAH SEKALI UDAH 2 JAM COBA GAK BISA TERUS",1
Pengguna Google,sangat bermanfaat,5
Pengguna Google,aplikasinya mudah digunakan dan fast respon,5
Pengguna Google,Mohon diperbaiki karena selalu log out,1
Pengguna Google,mau daftar belum bisa di proses mempersulit masyarakat aj,1
Pengguna Google,bagus,3
Pengguna Google,Sangat memudahkan dan membantu,5
Pengguna Google,"server kurang optimal nih, duit maintenance'a dikorupsi gk tuh 😤😤😭😭",1
Pengguna Google,Memudahkan untuk pindah Faskes,5
Pengguna Google,"ini aplikasi kenapa ya nik dan pasword sudah bener tapi keterangan salah mulu, ga bisa login login ini, maksudnya gimana ya ini?? tolong dong sistem nya diperbaiki lagi, dan mohon dibantu supaya bisa login di aplikasinya",1
Pengguna Google,memudahkan segala nya terutama kepada pasien yg ingin kontrol lanjutan,5
Pengguna Google,sudah banyak perbaikan,5
Pengguna Google,"ribet harus ada kartu fisik, sedangkan email lama udah gak ada. padahal kita bayar tiap bulan di potong gaji",1
Pengguna Google,mantap aplikasi nya,5
Pengguna Google,"aplikasi apaan ini ,ganti saja vendor yg ngerjain aplikasi ini,setiap habis update tidak bisa login harus ke kantor bpjs,no .hp dan password dirubah ,email non aktif ,",1
Pengguna Google,good,5
Pengguna Google,pendaftaran online nya lemotttt,1
Pengguna Google,sangat mempermudah sekali,5
Pengguna Google,"aplikasi jelek, udah terdaftar malah harus masuk akun lagi, terus loading captcha nya lama, ketika di butuhkan urgent malah seperti ini, ketika mau masukin kode otp harus liat email dulu, ketika balik lagi ke apk ini, malah keluar nunggu lagi lama biar bisa minta otp lagi, sekelas aplikasi pemerintahan seperti ini, mempersulit masyarakat, dari segi tampilan juga kurang menarik dan seperti aplikasi biasa aja prototype, mohon di perbaiki lagi!!!!",2
Pengguna Google,"setelah update, malah tidak bisa login, katanya NIK salah atau pasword salah. Tolol bgt ini aplikasi. jadi nga bisa dipakai",1
Pengguna Google,aplikasi pemerintah emang gada yang bener selalu ngelag dan ngelag jaringan full mau perbaiki katasandi sama email aja gabisa Mulu heran disangkanya offline gajelas ni aplikasi tolong sistemnya benerin dong mau berobat aja di persulit. tch,1
Pengguna Google,"masih sering gangguan, aplikasi pemerintah emang ga pernah becus",1
Pengguna Google,aplikasi busuk,1
Pengguna Google,Aneh ya ini aplikasi. sedang offline terus. Kalau ada perbaikan aplikasi atau maintenance seharusnya di infokan. Ini kita sedang urgent malah muncul terus sedang offline.,2
Pengguna Google,"Bosokkkk, kebanyakan eror. Susah dibuka tiap kali mau dipakai. Ayolah diperbaiki sistemnya....",1
Pengguna Google,cukup bagus,4
Pengguna Google,"Sering eror skrg apps nya, kacauu gk bs login, notif nya offline, padahal sinyal data full ngebut",1
Pengguna Google,suka logout sendiri. mempersulit pengguna lansia.,2
Pengguna Google,buat apa daftar lewat JKN mobile kalau di RS pun masih harus ngantri di pendaftaran ? useless ini aplikasi !,1
Pengguna Google,servernya sering down.. pelayanannya juga kurang maksimal,1
Pengguna Google,BURUK....LEMOT SEKALI MENGAKSES APP NYA...MUNCUL NOTIF PERIKSA KONEKSI INTERNET ANDA...SUDAH JELAS FULL SINYAL DAN WIFI...TAPI EMANG DASAR LEMOTTT BANDWITH APP NYA!!! IURAN TRILUN AN MASAK GA BISA BELI BANDWITH,1
Pengguna Google,kenapa harus oake capcha kalo mau log in bikin susah pas ada emergency atau mau daftar faskes harus nunggu capcha harian kadang gak nongol tolong dibuat tanpa capcha saja kan sdh ada no ktp dan. password. kalo bayarnya telat saja gak bisa akses faskesnya. bayar ontime saja masih harus nunggu capcha. percuma bayar kalo gak bisa akses,1
Pengguna Google,"awalnya agak sedikit membantu, tp jujur saat ini sangat menjengkelkan... hanya sekedar ingin melihat nomor antrean aja sulitnya minta ampun, akhirnya menghambat proses registrasi pendaftaran di RS... jd mohon dengan sangat untuk diperhatikan hal ini... kasian pasien menunggu hanya karna aplikasi ini.",1
Pengguna Google,"jam 07 gabisa daftar , katanya masi tutup, giliran jam 07:30 gangguan, nanti pas udah bisa antrian gigi penuh, aplikasi aaaaaannnnnjjiiiii .. nngg !",1
Pengguna Google,"aplikasi nya sekarang g bisa d screenshoot, pas d RS rujukan aplikasi gangguan gmana mw liat no antrian nya",1
Pengguna Google,mantap jaman digital wktunya perbaiki data di JKN mobile.sip dah,5
Pengguna Google,bagus sih mempermudah untuk periksa apalagi yang rutin tiap bulan tapi setiap sudah selesai trus mau masuk lagi harus masukin nik sama pw dan kode uniknya tiba muncul muncul,4
Pengguna Google,"sangat sering bermasalah, kode captch tidak muncul"" selalu lodaing. sangat buruk",1
Pengguna Google,SETELAH DI UPDET SERING EROR TULISAN OFFLINE PDHL DATA NYALA DAN TIDAK BISA DI SCREENSHOT,2
Pengguna Google,pendaftaran secara online masih sulit..,3
Pengguna Google,bagus..,5
Pengguna Google,"lemot,masuk nya susah",1
Pengguna Google,Bagus,5
Pengguna Google,apaan bukanya nambah gampang malah nambah ribet daftar susah mau ambil antrian selalu gagal masuk ke server RS tolong perbaiki lah kita udah sakit malah dibikin ribet,1
Pengguna Google,good,5
Pengguna Google,"Setelah update semakin buruk. Aplikasi sudah tidak bisa screenshot. Antrian online yg sudah diambil sebelumnya justru dibatalkan otomatis oleh sistem, saat mau ambil antrian ulang, tertulis NIK yang terdaftar di faskes dan Mobile JKN berbeda, dan diminta hubungi faskes perbaiki NIK. Padahal daftar di faskes pakai KTP yang sama, dan selama ini berobat tidak ada masalah.",1
Pengguna Google,membantu,5
Pengguna Google,mudah kadang pabelit,5
Pengguna Google,sangat membantu dalam perubahan faskes,5
Pengguna Google,bagus,5
Pengguna Google,sangat baik,5
Pengguna Google,"seharusnya ada menu konfirmasi akan pelayanan yang diterima (misal: merek obat, layanan rawat inap dll) oleh peserta setelah digunakan",4
Pengguna Google,terlalu bertele-tele..,1
Pengguna Google,Oke sangat membantu,5
Pengguna Google,ok mantep perubahan data cepat di Akse y good job..,5
Pengguna Google,mantaaap,5
Pengguna Google,"APLIKASI PEMERINTAH YANG SANGAT BUSUK ! VERIFIKASI KODE OTP Auto debit GAK MUNCUL MUNCUL ,SURUH PAKE PULSA TETEP AJA GA MUNCUL OTP NYA!",1
Pengguna Google,perubahan data mudah ... jossss,5
Pengguna Google,"apaan sih ini selalu logout terus,masukin nik udah bener no hp udah bener,,tapi gak bisa bisa,,mau nya gimana sih mempersulit aja,perbaiki dulu sistem nya😡",1
Pengguna Google,biarkan bintang berbicara,1
Pengguna Google,"kok gak muncul terus ya nomor verifikasi di autodebit,disana disuruh mencantumkan nomor telepon pas diisi berulang kali tetap gak muncul tuh nomor verifikasi di pesan",1
Pengguna Google,setiap bulan asal mau pake kontrol RS logout mulu..padahal harus pake aplikasi ini.. tolong perbaiki dong..,1
Pengguna Google,saya suka,5
Pengguna Google,ok ok,5
Pengguna Google,kenapa sih skrg ga bisa di screen shoot ... bikin susah aja kalo lg pas ga ada sinyal .... atau pas istri doang yg berobat ...,3
Pengguna Google,mantab,5
Pengguna Google,Terima kasih.. sekarang lebih mudah merubah data di aplikasi. Semoga semakin nyaman menggunakan aplikasi JKN 🙏🙏🙏,5
Pengguna Google,sangat mudah di pahami,5
Pengguna Google,aplikasi setan kalo maintenance di jam 12 malam pego,1
Pengguna Google,"blok udah coba booking 3 hari nggak bisa, alesan server eror lah apa lah. emang ampas apl buatan pemerintah indo tolol bgt heran gw",1
Pengguna Google,ok,5
Pengguna Google,cepat,5
Pengguna Google,"aplikasi minta d update,stelah d update... di suruh masuk lagi,tpi g bsa 2.. trus gmn min? mhon bantuan",1
Pengguna Google,kereen sangat puas,5
Pengguna Google,"untuk layanan i-care jkn/info riwayat pelayanan, dijadikan bisa milih dong. jadi bisa lihat riwayat di 1 KK. aku mau lihat punya anak gak bisa karena anak gak punya akun. jadi gak ribet harus buat akun lagi, terus gak harus pindah pindah akun untuk lihat riwayatnya.",5
Pengguna Google,sangat membantu,5
Pengguna Google,Alhamdulillah sangat mengatasi dan bisa di konfirmasi lebih cepat aman dan nyaman,5
Pengguna Google,keren mempermudah untuk kesehatan,5
Pengguna Google,ok,5
Pengguna Google,mkch APL JKN sangat membantu,5
Pengguna Google,aplikasi gak jelas daftar aja susah,1
Pengguna Google,bagus,5
Pengguna Google,mantap.dan berguna,5
Pengguna Google,"bagus, membantu.",5
Pengguna Google,semoga lebih baik lagi,5
Pengguna Google,"Sejauh ini aplikasi Mobile JKN membantu. tapi sekarang tidak bisa screenshot di Mobile JKN. biasanya saya screenshot surat rujukan saya, karena faskes tidak bisa print. tolong dikembalikan akses screenshot.",2
Pengguna Google,"APLIKASI GAK JELAS, DIKIT DIKIT EROR, GERAK DIKIT EROR. MANGKANYA KALO BUAT APLIKASI ITU YANG BENER. SELALU LOG OUT SENDIRI, GILIRAN MAU LOGIN PASSWORD SALAH PADAHAL BENER BENER ITU PASSWORD NYA. GANTI PASSWORD OTP GAK MASUK MASUK, TOLONG LAH KALO GINI TERUS JADI NYUSAHIN MASYARAKAT . SENGAJA KASIH BINTANG 5 BIAR DIBACA",5
Pengguna Google,ok,5
Pengguna Google,ribet bangettt mau screenshot data ini itu di aplikasi gabisaa,1
Pengguna Google,memperudah,5
Pengguna Google,"udah ambil nomor antrian dari seminggu sebelumnya di sentra medika, pas udh hari H, eh ternyata gak bisa berobat karena nomor antrian nggak masuk ke sistem, terpaksa nunggu lagi 14 hari",1
Pengguna Google,jkn mantaapp,5
Pengguna Google,susah login,1
Pengguna Google,"aplikasi JKN sangat membantu dan sangat mudah digunakan, terimakasih JKN ❤️❤️",5
Pengguna Google,TO**LOL KELUAR MULU PAS MAU LIAT OTP,3
Pengguna Google,aman terpecaya,5
Pengguna Google,Alhamdullilah bagus dan membantu saya,5
Pengguna Google,Sangat membantu,5
Pengguna Google,sangat mendukung dan mantap,5
Pengguna Google,sangat membantu,5
Pengguna Google,good,5
Pengguna Google,apik,5
Pengguna Google,"udah bisa log in, tapi tiba2 log out dan susah masuk lagi, giliran bisa harus isi autodebet, tapi itu juga gk jadi2.. duh Ribet bgt, mana skrg gk ada kartu fisiknya.. cuma mau log in saja susahnya minta ampun.",3
Pengguna Google,sangat membantu sekali,5
Pengguna Google,sangat mebantu sekali u mempercepat proses,5
Pengguna Google,sangat terbantu dengan aplikasi jkn,5
Pengguna Google,sangat mudah,5
Pengguna Google,"puas, layanan cepat",5
Pengguna Google,sangat memudahkan saya,5
Pengguna Google,aplikasi ini jangan sering log out lah.. kebanyakan pengguna aplikasi ini tuh orang tuaaaaa. nyusahin orangtua masukin password salah. bikin sandi baru kudu pake pulsa OTP nya baru bisa terkirim. tidak membantu,2
Pengguna Google,ok,5
Pengguna Google,"Alhamdulillah penanganannya gercep, selepas dioprasi mata langsung bisa melihat keindahan dunia",5
Pengguna Google,kualitas aplikasi buruk... saat proses pendaftaran berlangsung dan keluar untuk melihat nomor verifikasi kemudian kembali ke aplikasi JKN malah mengulang dari awal,1
Pengguna Google,sangat membantu bagi saya karna berada jauh dipelosok kabupaten,5
Pengguna Google,👍,5
Pengguna Google,mau masuk susah karna capsah nya loading terus,1
Pengguna Google,"masa saat masukan password untuk log in tidak bisa pakai spasi, sedangkan saat membuat bisa, aneh. tolong diperbaiki segara",2
Pengguna Google,sangat membantu,5
Pengguna Google,buruk,1
Pengguna Google,mengapa saya tidak bisa menemukan riwayat rujukan saya,3
Pengguna Google,mempermudah,5
Pengguna Google,"Aplikasi pemerintah koq abal begini.. log out otomatis, masukin NIK dibilang belum terdaftar, tapi pas daftar katanya NIK sudah terdaftar.. Helloooooooo....",1
Pengguna Google,mantap presiden ku,5
Pengguna Google,ribet aplikasi bokbrok,3
Pengguna Google,bagus,5
Pengguna Google,verifikasi otp lama kali n gabisa bisa ini bagaimana aplikasi publik hadehhh,1
Pengguna Google,"Sekarang serba online,engk perlu ribet kesana kesini",5
Pengguna Google,"aplikasi bodok, update terus, password dh bener katanya nik salah,giliran daftar ulang katanya niknya ssh terdaftar",1
Pengguna Google,membantu sekali 👍👍👍,5
Pengguna Google,lebuh mudah dan efektif dalam berobat,5
Pengguna Google,"mau login aja susah bgt,berjam jam gagal trus... knp mesti sulit bgni pelayanan nya...bikin emosi aja",1
Pengguna Google,Alhamdulillah cepat dan tanggap,4
Pengguna Google,ribet saat login,1
Pengguna Google,Bagus,5
Pengguna Google,sering trobel,1
Pengguna Google,tingkatkan lg pelayanan nya,5
Pengguna Google,sangat membantu sekali,5
Pengguna Google,cepat dan mudah,5
Pengguna Google,ganti handphone baru bisa masuk lagi,4
Pengguna Google,Habis Update Gak Bisa Di ScreenShoot Situ Bangga??!! ndak bagi saya,1
Pengguna Google,"aplikasinya bikin pusing puter sini puter sana..harus hubungi Pandawa,udah d hubungi tetep ajh gak bisa..tolong lah di permudah,Jgn bikin ribet orang mau berobat harus pusing sama aplikasi yg selalu logout sendiri...",1
Pengguna Google,mantap,5
Pengguna Google,mudah digunakan,4
Pengguna Google,"ga jelas, katanya ada pemutihan dari pemerintah,ini malah di persulit...",2
Pengguna Google,aplikasi loginnya susah amat,1
Pengguna Google,masih belum bisa min,4
Pengguna Google,🙏🏼🙏🏼,5
Pengguna Google,bagus,5
Pengguna Google,Sangat memudahkan sekali untuk Perubahan Data dan Perubahan Faskes,5
Pengguna Google,"coba deh buat login nyaa di permudah cukup nik sama tanggal lahir aja cukup gausah pasword lagian login pake pasword juga gk bisa2 mau ganti pasword lewat verifikasi no hp atau email gk bisa juga gk ada notif verifikasi yg masuk ke no hp ataupun email, jangan terlalu di persulit kalian buat sistem tapi mempersulit masyarakat sama aja boong dan gk guna",1
Pengguna Google,sangat membantu...,5
Pengguna Google,terima kasihhhh...,5
Pengguna Google,GIMANA SIH INI APLIKASI GA BALANCE JADWAL DI APK SAMA JADWAL DOKTER ASLINYA. UDAH DUA KALI SAYA KE RS TERUS DOKTER NYA GAADA. TOLONG DI PERBAIKI LAGI.,1
Pengguna Google,"bagus bgt aplikasi nya,sangat membantu sekali👌",5
Pengguna Google,untuk saat ini mantap kedepan nya sering sering lah sidak ke rumah sakit yang bekerja sama dengan BPJS supaya pengguna BPJS dapet hak yang layak pada saat pemeriksaan,5
Pengguna Google,mantap pelayanan baik,5
Pengguna Google,sampai saat ini sangat membantu,5
Pengguna Google,mantap dah sangat memudahkan sekali,5
Pengguna Google,bagus,5
Pengguna Google,susah banget,1
Pengguna Google,sangat membantu sekali,5
Pengguna Google,"sangat² membantu, tanpa harus pergi ke kantor BPJSnya langsung",5
Pengguna Google,Terima kasih mobile JKN sudah bisa aktif kembali...,4
